index,Region of Country,Code,Year,"Outbound mobility ratio, all regions, both sexes (%)"
0,Afghanistan,AFG,2003,11.82518959
1,Afghanistan,AFG,2004,11.48184013
2,Afghanistan,AFG,2009,5.825079918
3,Afghanistan,AFG,2011,9.67016983
4,Albania,ALB,1998,12.80152035
5,Albania,ALB,1999,12.16819954
6,Albania,ALB,2000,14.52105045
7,Albania,ALB,2001,18.0767498
8,Albania,ALB,2002,20.41757011
9,Albania,ALB,2003,26.31966972
10,Albania,ALB,2004,25.73855972
11,Albania,ALB,2005,24.09235954
12,Albania,ALB,2006,23.3657093
13,Albania,ALB,2007,22.9437809
14,Albania,ALB,2008,23.17227936
15,Albania,ALB,2009,24.40810966
16,Albania,ALB,2010,19.4668808
17,Albania,ALB,2011,18.87867928
18,Albania,ALB,2012,15.21391964
19,Albania,ALB,2013,13.95567989
20,Algeria,DZA,1999,3.837340117
21,Algeria,DZA,2001,2.817549944
22,Algeria,DZA,2002,2.758160114
23,Algeria,DZA,2003,3.117389917
24,Algeria,DZA,2004,3.442810059
25,Algeria,DZA,2005,3.126970053
26,Algeria,DZA,2006,3.057909966
27,Algeria,DZA,2007,2.558559895
28,Algeria,DZA,2009,1.95923996
29,Algeria,DZA,2010,1.996909976
30,Algeria,DZA,2011,2.01602006
31,Algeria,DZA,2012,2.040930033
32,Algeria,DZA,2013,1.652230024
33,Andorra,AND,2002,267.2284546
34,Andorra,AND,2003,293.1372375
35,Andorra,AND,2004,369.7885132
36,Andorra,AND,2005,317.2368469
37,Andorra,AND,2006,76.03491211
38,Andorra,AND,2008,261.350769
39,Andorra,AND,2012,267.4134521
40,Andorra,AND,2013,218.8552856
41,Angola,AGO,1998,62.28858948
42,Angola,AGO,1999,68.10707092
43,Angola,AGO,2002,48.16569138
44,Angola,AGO,2003,14.19110012
45,Angola,AGO,2004,18.71170044
46,Angola,AGO,2005,16.64452934
47,Angola,AGO,2006,16.97879028
48,Angola,AGO,2011,5.633409977
49,Angola,AGO,2013,3.17640996
50,Antigua and Barbuda,ATG,2009,64.86660004
51,Antigua and Barbuda,ATG,2010,56.58119965
52,Antigua and Barbuda,ATG,2011,58.73696136
53,Antigua and Barbuda,ATG,2012,30.99888039
54,Arab World,,1997,4.122849941
55,Arab World,,1998,3.789259911
56,Arab World,,1999,3.432699919
57,Arab World,,2000,3.453030109
58,Arab World,,2001,3.387710094
59,Arab World,,2002,3.470720053
60,Arab World,,2003,3.589570045
61,Arab World,,2004,3.35510993
62,Arab World,,2005,3.19501996
63,Arab World,,2006,3.136430025
64,Arab World,,2007,3.043179989
65,Arab World,,2008,3.074779987
66,Arab World,,2009,3.14963007
67,Arab World,,2010,3.216350079
68,Arab World,,2011,3.492460012
69,Arab World,,2012,3.586930037
70,Arab World,,2013,3.634860039
71,Argentina,ARG,1998,0.37450999
72,Argentina,ARG,1999,0.366169989
73,Argentina,ARG,2000,0.389759988
74,Argentina,ARG,2001,0.358319998
75,Argentina,ARG,2002,0.392639995
76,Argentina,ARG,2003,0.451810002
77,Argentina,ARG,2004,0.392850012
78,Argentina,ARG,2005,0.397430003
79,Argentina,ARG,2006,0.378140002
80,Argentina,ARG,2007,0.377909988
81,Argentina,ARG,2008,0.406670004
82,Argentina,ARG,2009,0.378450006
83,Argentina,ARG,2010,0.386889994
84,Argentina,ARG,2011,0.350309998
85,Argentina,ARG,2012,0.296070009
86,Armenia,ARM,1998,2.202330112
87,Armenia,ARM,1999,2.046060085
88,Armenia,ARM,2000,2.141410112
89,Armenia,ARM,2001,2.674949884
90,Armenia,ARM,2002,2.336420059
91,Armenia,ARM,2003,3.004070044
92,Armenia,ARM,2004,2.648279905
93,Armenia,ARM,2005,2.968169928
94,Armenia,ARM,2006,2.941590071
95,Armenia,ARM,2007,2.883399963
96,Armenia,ARM,2008,3.746629953
97,Armenia,ARM,2009,3.704590082
98,Armenia,ARM,2010,4.288790226
99,Armenia,ARM,2011,4.882450104
100,Armenia,ARM,2012,5.54102993
101,Armenia,ARM,2013,5.635660172
102,Aruba,ABW,1999,5.601659775
103,Aruba,ABW,2000,7.921420097
104,Aruba,ABW,2001,6.708849907
105,Aruba,ABW,2002,17.46231079
106,Aruba,ABW,2003,5.681819916
107,Aruba,ABW,2004,11.85445976
108,Aruba,ABW,2005,5.280149937
109,Aruba,ABW,2006,6.752630234
110,Aruba,ABW,2007,6.38888979
111,Aruba,ABW,2008,3.841809988
112,Aruba,ABW,2009,9.092289925
113,Aruba,ABW,2010,17.0815506
114,Aruba,ABW,2011,5.11992979
115,Aruba,ABW,2012,4.044260025
116,Australia,AUS,1998,0.581130028
117,Australia,AUS,1999,0.621659994
118,Australia,AUS,2000,0.647769988
119,Australia,AUS,2001,0.618319988
120,Australia,AUS,2002,0.577329993
121,Australia,AUS,2003,0.63391
122,Australia,AUS,2004,0.893869996
123,Australia,AUS,2005,0.92493999
124,Australia,AUS,2006,0.940900028
125,Australia,AUS,2007,0.949029982
126,Australia,AUS,2008,0.877960026
127,Australia,AUS,2009,0.853690028
128,Australia,AUS,2010,0.832660019
129,Australia,AUS,2011,0.816100001
130,Australia,AUS,2012,0.812449992
131,Australia,AUS,2013,0.837819993
132,Austria,AUT,1998,4.676000118
133,Austria,AUT,1999,4.643070221
134,Austria,AUT,2000,4.540860176
135,Austria,AUT,2001,4.521999836
136,Austria,AUT,2002,5.629849911
137,Austria,AUT,2003,5.656060219
138,Austria,AUT,2004,5.100619793
139,Austria,AUT,2005,4.736320019
140,Austria,AUT,2006,3.926090002
141,Austria,AUT,2007,4.015120029
142,Austria,AUT,2008,3.592969894
143,Austria,AUT,2009,3.758300066
144,Austria,AUT,2010,3.659509897
145,Austria,AUT,2011,3.835259914
146,Austria,AUT,2012,4.042890072
147,Austria,AUT,2013,3.697390079
148,Azerbaijan,AZE,2006,2.517469883
149,Azerbaijan,AZE,2007,2.65602994
150,Azerbaijan,AZE,2008,4.019050121
151,Azerbaijan,AZE,2009,5.580649853
152,Azerbaijan,AZE,2010,7.910480022
153,Azerbaijan,AZE,2011,10.50411034
154,Azerbaijan,AZE,2012,9.08743
155,Bahrain,BHR,1999,17.23389053
156,Bahrain,BHR,2003,13.21872044
157,Bahrain,BHR,2005,17.70340919
158,Bahrain,BHR,2006,18.65365982
159,Bahrain,BHR,2011,12.29679012
160,Bahrain,BHR,2012,13.15266991
161,Bangladesh,BGD,1999,1.010820031
162,Bangladesh,BGD,2000,1.088140011
163,Bangladesh,BGD,2001,1.071730018
164,Bangladesh,BGD,2002,1.35323
165,Bangladesh,BGD,2003,1.752979994
166,Bangladesh,BGD,2004,1.763710022
167,Bangladesh,BGD,2005,1.581830025
168,Bangladesh,BGD,2006,1.378589988
169,Bangladesh,BGD,2007,1.375699997
170,Bangladesh,BGD,2008,1.283010006
171,Bangladesh,BGD,2009,1.222779989
172,Bangladesh,BGD,2011,1.125759959
173,Bangladesh,BGD,2012,1.11382997
174,Barbados,BRB,1999,18.23571968
175,Barbados,BRB,2000,17.74213982
176,Barbados,BRB,2001,17.33499908
177,Barbados,BRB,2007,13.35861015
178,Barbados,BRB,2009,9.736109734
179,Barbados,BRB,2010,9.717350006
180,Barbados,BRB,2011,9.940050125
181,Belarus,BLR,1998,1.688490033
182,Belarus,BLR,1999,1.606050014
183,Belarus,BLR,2000,1.623239994
184,Belarus,BLR,2001,1.481240034
185,Belarus,BLR,2002,1.804360032
186,Belarus,BLR,2003,1.553869963
187,Belarus,BLR,2004,2.087280035
188,Belarus,BLR,2005,2.140589952
189,Belarus,BLR,2006,2.264149904
190,Belarus,BLR,2007,2.665699959
191,Belarus,BLR,2008,5.468349934
192,Belarus,BLR,2009,5.151209831
193,Belarus,BLR,2010,6.126060009
194,Belarus,BLR,2011,6.912909985
195,Belarus,BLR,2012,7.080180168
196,Belarus,BLR,2013,6.385680199
197,Belgium,BEL,1999,2.752510071
198,Belgium,BEL,2000,2.840970039
199,Belgium,BEL,2001,2.938489914
200,Belgium,BEL,2002,2.96536994
201,Belgium,BEL,2003,3.173290014
202,Belgium,BEL,2004,2.612179995
203,Belgium,BEL,2005,2.557660103
204,Belgium,BEL,2006,2.64722991
205,Belgium,BEL,2007,2.688549995
206,Belgium,BEL,2008,2.448489904
207,Belgium,BEL,2009,2.449160099
208,Belgium,BEL,2010,2.523269892
209,Belgium,BEL,2011,2.648430109
210,Belgium,BEL,2012,2.775079966
211,Belgium,BEL,2013,3.344180107
212,Belize,BLZ,2001,18.48279953
213,Belize,BLZ,2002,15.91563988
214,Belize,BLZ,2003,17.72249031
215,Belize,BLZ,2004,19.46879005
216,Belize,BLZ,2005,17.49357033
217,Belize,BLZ,2006,16.06986046
218,Belize,BLZ,2007,14.10254955
219,Belize,BLZ,2008,15.08720016
220,Belize,BLZ,2009,12.71002007
221,Belize,BLZ,2010,12.37158012
222,Belize,BLZ,2011,11.64451027
223,Belize,BLZ,2012,9.450480461
224,Belize,BLZ,2013,8.910180092
225,Benin,BEN,1999,12.44369984
226,Benin,BEN,2000,11.33121967
227,Benin,BEN,2001,9.562939644
228,Benin,BEN,2002,8.739159584
229,Benin,BEN,2003,9.326919556
230,Benin,BEN,2004,9.240839958
231,Benin,BEN,2005,9.48416996
232,Benin,BEN,2006,8.69340992
233,Benin,BEN,2007,6.800670147
234,Benin,BEN,2008,6.755650043
235,Benin,BEN,2009,4.835440159
236,Benin,BEN,2010,3.592449903
237,Benin,BEN,2011,3.741009951
238,Bermuda,BMU,2006,89.69371033
239,Bermuda,BMU,2007,117.4838104
240,Bermuda,BMU,2008,110.897438
241,Bermuda,BMU,2009,84.4070282
242,Bermuda,BMU,2010,93.93222809
243,Bermuda,BMU,2011,93.02736664
244,Bermuda,BMU,2012,112.1283264
245,Bermuda,BMU,2013,131.8604584
246,Bhutan,BTN,1999,56.99797058
247,Bhutan,BTN,2005,27.42470932
248,Bhutan,BTN,2006,27.97905922
249,Bhutan,BTN,2007,29.91168976
250,Bhutan,BTN,2008,28.92100906
251,Bhutan,BTN,2009,36.66530991
252,Bhutan,BTN,2010,38.12633133
253,Bhutan,BTN,2011,32.92731857
254,Bhutan,BTN,2012,45.45270157
255,Bhutan,BTN,2013,40.46921921
256,Bolivia,BOL,1998,1.031260014
257,Bolivia,BOL,1999,0.931909978
258,Bolivia,BOL,2000,0.916689992
259,Bolivia,BOL,2001,0.926689982
260,Bolivia,BOL,2002,1.023130059
261,Bolivia,BOL,2003,1.054630041
262,Bolivia,BOL,2004,0.959689975
263,Bolivia,BOL,2007,2.567559958
264,Bosnia and Herzegovina,BIH,2000,24.27256012
265,Bosnia and Herzegovina,BIH,2001,23.97281075
266,Bosnia and Herzegovina,BIH,2002,20.91860962
267,Bosnia and Herzegovina,BIH,2003,22.5261097
268,Bosnia and Herzegovina,BIH,2004,20.39734077
269,Bosnia and Herzegovina,BIH,2005,19.56485939
270,Bosnia and Herzegovina,BIH,2006,16.03274918
271,Bosnia and Herzegovina,BIH,2007,14.87242031
272,Bosnia and Herzegovina,BIH,2008,14.59681034
273,Bosnia and Herzegovina,BIH,2009,12.11890984
274,Bosnia and Herzegovina,BIH,2010,11.90019035
275,Bosnia and Herzegovina,BIH,2011,11.08613014
276,Bosnia and Herzegovina,BIH,2012,10.73186016
277,Bosnia and Herzegovina,BIH,2013,9.647879601
278,Botswana,BWA,1999,28.80666924
279,Botswana,BWA,2000,33.54640961
280,Botswana,BWA,2001,61.54069901
281,Botswana,BWA,2002,67.9770813
282,Botswana,BWA,2003,48.13352966
283,Botswana,BWA,2004,53.03485107
284,Botswana,BWA,2005,43.19815826
285,Botswana,BWA,2006,36.36684036
286,Botswana,BWA,2007,23.27807999
287,Botswana,BWA,2008,15.59572029
288,Botswana,BWA,2009,21.17487907
289,Botswana,BWA,2010,21.31267929
290,Botswana,BWA,2011,16.83449936
291,Botswana,BWA,2013,7.970029831
292,Brazil,BRA,1998,0.725899994
293,Brazil,BRA,1999,0.662100017
294,Brazil,BRA,2000,0.621079981
295,Brazil,BRA,2001,0.558719993
296,Brazil,BRA,2002,0.54531002
297,Brazil,BRA,2003,0.502879977
298,Brazil,BRA,2004,0.451099992
299,Brazil,BRA,2005,0.424809992
300,Brazil,BRA,2007,0.408369988
301,Brazil,BRA,2008,0.386070013
302,Brazil,BRA,2009,0.429069996
303,Brazil,BRA,2010,0.423539996
304,Brazil,BRA,2011,0.421660006
305,Brazil,BRA,2012,0.41753
306,Brazil,BRA,2013,0.437669992
307,Brunei,BRN,1998,71.71752167
308,Brunei,BRN,1999,60.08097076
309,Brunei,BRN,2000,54.68122101
310,Brunei,BRN,2001,45.18151093
311,Brunei,BRN,2002,45.405159
312,Brunei,BRN,2003,42.58689117
313,Brunei,BRN,2004,39.67866898
314,Brunei,BRN,2005,49.19371033
315,Brunei,BRN,2006,42.3832016
316,Brunei,BRN,2007,48.37245178
317,Brunei,BRN,2008,51.84590912
318,Brunei,BRN,2009,51.21990967
319,Brunei,BRN,2010,57.56578827
320,Brunei,BRN,2011,51.69390869
321,Brunei,BRN,2012,42.58636856
322,Brunei,BRN,2013,38.25598907
323,Bulgaria,BGR,1998,3.816309929
324,Bulgaria,BGR,1999,3.731159925
325,Bulgaria,BGR,2000,4.49793005
326,Bulgaria,BGR,2001,5.85311985
327,Bulgaria,BGR,2002,8.069069862
328,Bulgaria,BGR,2003,9.654829979
329,Bulgaria,BGR,2004,10.80366993
330,Bulgaria,BGR,2005,10.79222965
331,Bulgaria,BGR,2006,10.46887016
332,Bulgaria,BGR,2007,9.50605011
333,Bulgaria,BGR,2008,8.793860435
334,Bulgaria,BGR,2009,8.619319916
335,Bulgaria,BGR,2010,8.412059784
336,Bulgaria,BGR,2011,8.515190125
337,Bulgaria,BGR,2012,8.830470085
338,Bulgaria,BGR,2013,8.671979904
339,Burkina Faso,BFA,1999,13.15044022
340,Burkina Faso,BFA,2001,11.40147972
341,Burkina Faso,BFA,2002,10.63903046
342,Burkina Faso,BFA,2003,10.63949013
343,Burkina Faso,BFA,2005,8.229330063
344,Burkina Faso,BFA,2006,8.840510368
345,Burkina Faso,BFA,2007,8.334739685
346,Burkina Faso,BFA,2008,7.002460003
347,Burkina Faso,BFA,2009,6.056059837
348,Burkina Faso,BFA,2010,6.430319786
349,Burkina Faso,BFA,2011,5.564249992
350,Burkina Faso,BFA,2012,5.051109791
351,Burkina Faso,BFA,2013,4.914189816
352,Burundi,BDI,1998,19.61495018
353,Burundi,BDI,1999,17.2324791
354,Burundi,BDI,2000,14.34278965
355,Burundi,BDI,2001,15.08506966
356,Burundi,BDI,2002,9.326239586
357,Burundi,BDI,2004,5.971950054
358,Burundi,BDI,2005,5.534460068
359,Burundi,BDI,2006,6.036240101
360,Burundi,BDI,2007,6.349339962
361,Burundi,BDI,2008,6.569439888
362,Burundi,BDI,2009,6.39000988
363,Burundi,BDI,2010,5.489250183
364,Burundi,BDI,2011,6.580039978
365,Burundi,BDI,2012,5.17320013
366,Burundi,BDI,2013,4.492780209
367,Cambodia,KHM,2000,7.52959013
368,Cambodia,KHM,2001,6.952219963
369,Cambodia,KHM,2002,6.071320057
370,Cambodia,KHM,2003,5.482689857
371,Cambodia,KHM,2004,5.415949821
372,Cambodia,KHM,2005,4.365180016
373,Cambodia,KHM,2006,2.780119896
374,Cambodia,KHM,2007,2.485349894
375,Cambodia,KHM,2008,2.263870001
376,Cambodia,KHM,2009,2.28621006
377,Cambodia,KHM,2010,2.13519001
378,Cambodia,KHM,2011,1.905050039
379,Cameroon,CMR,1999,14.56159973
380,Cameroon,CMR,2000,16.31176949
381,Cameroon,CMR,2001,16.65122986
382,Cameroon,CMR,2002,15.81235981
383,Cameroon,CMR,2003,17.76195908
384,Cameroon,CMR,2004,17.61412048
385,Cameroon,CMR,2005,15.88825035
386,Cameroon,CMR,2006,13.77315044
387,Cameroon,CMR,2007,13.22560024
388,Cameroon,CMR,2008,12.77116013
389,Cameroon,CMR,2009,11.30963039
390,Cameroon,CMR,2010,9.493069649
391,Cameroon,CMR,2011,9.419500351
392,Canada,CAN,1998,2.490250111
393,Canada,CAN,1999,2.486619949
394,Canada,CAN,2000,2.546230078
395,Cape Verde,CPV,1999,292.634552
396,Cape Verde,CPV,2000,258.6855774
397,Cape Verde,CPV,2001,343.5672607
398,Cape Verde,CPV,2002,163.6858673
399,Cape Verde,CPV,2003,161.3221436
400,Cape Verde,CPV,2004,131.0229645
401,Cape Verde,CPV,2005,114.0655212
402,Cape Verde,CPV,2006,107.347641
403,Cape Verde,CPV,2007,102.0864105
404,Cape Verde,CPV,2008,51.38130188
405,Cape Verde,CPV,2009,39.09135818
406,Cape Verde,CPV,2010,31.80698013
407,Cape Verde,CPV,2011,26.16576004
408,Cape Verde,CPV,2012,26.40678024
409,Cape Verde,CPV,2013,35.43965149
410,Cayman Islands,CYM,1999,5.379749775
411,Cayman Islands,CYM,2000,3.971960068
412,Cayman Islands,CYM,2001,3.93701005
413,Cayman Islands,CYM,2002,17.26428032
414,Cayman Islands,CYM,2003,26.66666985
415,Cayman Islands,CYM,2006,63.31570053
416,Cayman Islands,CYM,2007,61.98083115
417,Cayman Islands,CYM,2008,39.0350914
418,Central African Republic,CAF,1999,8.974149704
419,Central African Republic,CAF,2000,17.20005989
420,Central African Republic,CAF,2004,15.10004997
421,Central African Republic,CAF,2006,20.89533043
422,Central African Republic,CAF,2008,10.11287975
423,Central African Republic,CAF,2009,8.218079567
424,Central African Republic,CAF,2010,10.23843002
425,Central African Republic,CAF,2011,7.693240166
426,Central African Republic,CAF,2012,8.177610397
427,Chad,TCD,1998,49.82287979
428,Chad,TCD,2000,40.78969955
429,Chad,TCD,2001,39.56731033
430,Chad,TCD,2003,36.14374924
431,Chad,TCD,2004,26.44104958
432,Chad,TCD,2005,22.1409893
433,Chad,TCD,2008,17.49560928
434,Chad,TCD,2009,17.0967598
435,Chad,TCD,2010,16.19753075
436,Chad,TCD,2011,15.96028042
437,Chile,CHL,1998,1.127040029
438,Chile,CHL,1999,1.041239977
439,Chile,CHL,2000,1.12124002
440,Chile,CHL,2002,1.127920032
441,Chile,CHL,2003,1.200289965
442,Chile,CHL,2004,0.969569981
443,Chile,CHL,2005,1.156090021
444,Chile,CHL,2006,0.954919994
445,Chile,CHL,2007,0.81990999
446,Chile,CHL,2008,0.884530008
447,Chile,CHL,2009,0.94066
448,Chile,CHL,2010,0.924109995
449,Chile,CHL,2011,0.928860009
450,Chile,CHL,2012,0.797609985
451,Chile,CHL,2013,0.761200011
452,China,CHN,1998,1.972980022
453,China,CHN,1999,1.933449984
454,China,CHN,2000,1.917770028
455,China,CHN,2001,1.762480021
456,China,CHN,2002,1.848680019
457,China,CHN,2003,2.059619904
458,China,CHN,2004,2.022660017
459,China,CHN,2005,1.95875001
460,China,CHN,2006,1.743450046
461,China,CHN,2007,1.697900057
462,China,CHN,2008,1.722980022
463,China,CHN,2009,1.765900016
464,China,CHN,2010,1.831359982
465,China,CHN,2011,2.07814002
466,China,CHN,2012,2.129659891
467,China,CHN,2013,2.088969946
468,Colombia,COL,1998,1.119639993
469,Colombia,COL,1999,1.151900053
470,Colombia,COL,2000,1.288319945
471,Colombia,COL,2001,1.339140058
472,Colombia,COL,2002,1.695739985
473,Colombia,COL,2004,1.569280028
474,Colombia,COL,2005,1.449920058
475,Colombia,COL,2006,1.335229993
476,Colombia,COL,2007,1.339349985
477,Colombia,COL,2008,1.351969957
478,Colombia,COL,2009,1.407009959
479,Colombia,COL,2010,1.456709981
480,Colombia,COL,2011,1.38609004
481,Colombia,COL,2012,1.282520056
482,Colombia,COL,2013,1.209390044
483,Comoros,COM,1999,361.9414368
484,Comoros,COM,2000,324.7549133
485,Comoros,COM,2003,142.7038422
486,Comoros,COM,2007,118.3502502
487,Comoros,COM,2009,79.31848907
488,Comoros,COM,2010,95.59120178
489,Comoros,COM,2011,71.05966949
490,Comoros,COM,2012,70.52809906
491,Comoros,COM,2013,67.08441925
492,Congo,COG,1999,49.80863953
493,Congo,COG,2000,33.82334137
494,Congo,COG,2001,39.60680008
495,Congo,COG,2002,49.68505096
496,Congo,COG,2003,53.97726059
497,Congo,COG,2009,35.92597961
498,Congo,COG,2011,27.64974022
499,Congo,COG,2012,23.37653923
500,Congo,COG,2013,21.78288078
501,Costa Rica,CRI,2004,1.494079947
502,Costa Rica,CRI,2011,1.03918004
503,Costa Rica,CRI,2012,1.031329989
504,Costa Rica,CRI,2013,1.034540057
505,Cote d'Ivoire,CIV,1999,4.312119961
506,Cote d'Ivoire,CIV,2007,4.158249855
507,Cote d'Ivoire,CIV,2009,4.433199883
508,Cote d'Ivoire,CIV,2010,4.977009773
509,Cote d'Ivoire,CIV,2012,9.556340218
510,Cote d'Ivoire,CIV,2013,4.15471983
511,Croatia,HRV,1998,12.64148998
512,Croatia,HRV,1999,11.88457012
513,Croatia,HRV,2000,12.6093998
514,Croatia,HRV,2001,12.08915997
515,Croatia,HRV,2002,11.50104046
516,Croatia,HRV,2003,11.0243597
517,Croatia,HRV,2004,10.73740959
518,Croatia,HRV,2005,9.954589844
519,Croatia,HRV,2006,6.493859768
520,Croatia,HRV,2007,6.379749775
521,Croatia,HRV,2008,6.609630108
522,Croatia,HRV,2009,7.079339981
523,Croatia,HRV,2010,6.650300026
524,Croatia,HRV,2011,6.46295023
525,Croatia,HRV,2012,5.75469017
526,Cuba,CUB,1998,1.269659996
527,Cuba,CUB,1999,0.863399982
528,Cuba,CUB,2000,1.057510018
529,Cuba,CUB,2001,0.903779984
530,Cuba,CUB,2002,0.724919975
531,Cuba,CUB,2003,0.736029983
532,Cuba,CUB,2004,0.302370012
533,Cuba,CUB,2005,0.271970004
534,Cuba,CUB,2006,0.20239
535,Cuba,CUB,2007,0.166759998
536,Cuba,CUB,2008,0.161249995
537,Cuba,CUB,2009,0.180720001
538,Cuba,CUB,2010,0.264519989
539,Cuba,CUB,2011,0.320760012
540,Cuba,CUB,2012,0.392399997
541,Cuba,CUB,2013,0.487360001
542,Cyprus,CYP,1999,124.9400482
543,Cyprus,CYP,2000,159.5872498
544,Cyprus,CYP,2001,139.0539093
545,Cyprus,CYP,2002,101.0644836
546,Cyprus,CYP,2003,93.2273407
547,Cyprus,CYP,2004,91.23458862
548,Cyprus,CYP,2005,106.3552094
549,Cyprus,CYP,2006,93.50074768
550,Cyprus,CYP,2007,103.8286819
551,Cyprus,CYP,2008,94.93019104
552,Cyprus,CYP,2009,83.0509491
553,Cyprus,CYP,2010,83.94863892
554,Cyprus,CYP,2011,84.00122833
555,Cyprus,CYP,2012,84.50679779
556,Czechia,CZE,1998,1.904289961
557,Czechia,CZE,1999,1.795660019
558,Czechia,CZE,2000,1.793910027
559,Czechia,CZE,2001,2.028539896
560,Czechia,CZE,2002,2.143599987
561,Czechia,CZE,2003,2.40060997
562,Czechia,CZE,2004,2.105439901
563,Czechia,CZE,2005,2.046099901
564,Czechia,CZE,2006,2.051719904
565,Czechia,CZE,2007,1.991019964
566,Czechia,CZE,2008,2.39515996
567,Czechia,CZE,2009,2.529210091
568,Czechia,CZE,2010,2.618119955
569,Czechia,CZE,2011,2.668200016
570,Czechia,CZE,2012,2.745840073
571,Czechia,CZE,2013,2.929059982
572,Democratic Republic of Congo,COD,1999,7.348239899
573,Democratic Republic of Congo,COD,2006,1.360569954
574,Democratic Republic of Congo,COD,2007,1.378129959
575,Democratic Republic of Congo,COD,2008,1.23653996
576,Democratic Republic of Congo,COD,2009,1.081259966
577,Democratic Republic of Congo,COD,2011,1.106899977
578,Democratic Republic of Congo,COD,2012,1.301419973
579,Democratic Republic of Congo,COD,2013,1.309409976
580,Denmark,DNK,1998,3.362179995
581,Denmark,DNK,1999,3.380880117
582,Denmark,DNK,2000,3.480340004
583,Denmark,DNK,2001,3.294939995
584,Denmark,DNK,2002,3.389889956
585,Denmark,DNK,2003,3.349299908
586,Denmark,DNK,2004,2.512419939
587,Denmark,DNK,2005,2.331860065
588,Denmark,DNK,2006,2.262769938
589,Denmark,DNK,2007,2.188110113
590,Denmark,DNK,2008,2.152509928
591,Denmark,DNK,2009,2.209110022
592,Denmark,DNK,2010,2.215049982
593,Denmark,DNK,2011,2.341939926
594,Denmark,DNK,2012,2.121390104
595,Denmark,DNK,2013,1.804450035
596,Djibouti,DJI,1999,670.8571167
597,Djibouti,DJI,2000,649.166687
598,Djibouti,DJI,2001,277.2896423
599,Djibouti,DJI,2002,217.0901947
600,Djibouti,DJI,2003,191.1373749
601,Djibouti,DJI,2004,164.7186127
602,Djibouti,DJI,2005,125.8469086
603,Djibouti,DJI,2006,128.6385651
604,Djibouti,DJI,2007,70.32569885
605,Djibouti,DJI,2008,61.2417717
606,Djibouti,DJI,2009,55.65522003
607,Djibouti,DJI,2010,55.59803009
608,Djibouti,DJI,2011,39.29608154
609,Dominican Republic,DOM,2003,0.708010018
610,Dominican Republic,DOM,2012,0.775380015
611,East Asia and Pacific,,1997,2.134589911
612,East Asia and Pacific,,1998,2.060389996
613,East Asia and Pacific,,1999,1.968969941
614,East Asia and Pacific,,2000,1.858819962
615,East Asia and Pacific,,2001,1.804159999
616,East Asia and Pacific,,2002,1.929929972
617,East Asia and Pacific,,2003,2.034810066
618,East Asia and Pacific,,2004,1.981269956
619,East Asia and Pacific,,2005,1.945459962
620,East Asia and Pacific,,2006,1.822749972
621,East Asia and Pacific,,2007,1.811650038
622,East Asia and Pacific,,2008,1.829849958
623,East Asia and Pacific,,2009,1.866449952
624,East Asia and Pacific,,2010,1.879410028
625,East Asia and Pacific,,2011,1.97803998
626,East Asia and Pacific,,2012,1.953340054
627,East Asia and Pacific,,2013,1.920420051
628,East Asia and Pacific (excluding high-income countries),,1997,1.959089994
629,East Asia and Pacific (excluding high-income countries),,1998,1.840620041
630,East Asia and Pacific (excluding high-income countries),,1999,1.673079967
631,East Asia and Pacific (excluding high-income countries),,2000,1.626459956
632,East Asia and Pacific (excluding high-income countries),,2001,1.564880013
633,East Asia and Pacific (excluding high-income countries),,2002,1.671460032
634,East Asia and Pacific (excluding high-income countries),,2003,1.813619971
635,East Asia and Pacific (excluding high-income countries),,2004,1.780040026
636,East Asia and Pacific (excluding high-income countries),,2005,1.742310047
637,East Asia and Pacific (excluding high-income countries),,2006,1.620849967
638,East Asia and Pacific (excluding high-income countries),,2007,1.612579942
639,East Asia and Pacific (excluding high-income countries),,2008,1.643399954
640,East Asia and Pacific (excluding high-income countries),,2009,1.69193995
641,East Asia and Pacific (excluding high-income countries),,2010,1.730270028
642,East Asia and Pacific (excluding high-income countries),,2011,1.86785996
643,East Asia and Pacific (excluding high-income countries),,2012,1.862239957
644,East Asia and Pacific (excluding high-income countries),,2013,1.83457005
645,Ecuador,ECU,2008,1.63812995
646,Ecuador,ECU,2012,1.906159997
647,Egypt,EGY,1999,0.423150003
648,Egypt,EGY,2001,0.45807001
649,Egypt,EGY,2002,0.433230013
650,Egypt,EGY,2003,0.461780012
651,Egypt,EGY,2004,0.423680007
652,Egypt,EGY,2005,0.408960015
653,Egypt,EGY,2006,0.415250003
654,Egypt,EGY,2007,0.437059999
655,Egypt,EGY,2008,0.484820008
656,Egypt,EGY,2009,0.494150013
657,Egypt,EGY,2010,0.541419983
658,Egypt,EGY,2011,0.656120002
659,Egypt,EGY,2012,0.706860006
660,Egypt,EGY,2013,0.796949983
661,El Salvador,SLV,1998,0.987030029
662,El Salvador,SLV,1999,0.968850017
663,El Salvador,SLV,2000,1.477220058
664,El Salvador,SLV,2001,1.643569946
665,El Salvador,SLV,2002,1.892689943
666,El Salvador,SLV,2003,2.133810043
667,El Salvador,SLV,2004,1.759520054
668,El Salvador,SLV,2005,1.797999978
669,El Salvador,SLV,2006,1.852689981
670,El Salvador,SLV,2007,2.039979935
671,El Salvador,SLV,2008,1.95855999
672,El Salvador,SLV,2009,2.099030018
