index,Region of Country,Code,Year,"Outbound mobility ratio, all regions, both sexes (%)"
1471,Mexico,MEX,2000,0.72499001
1472,Mexico,MEX,2001,0.745899975
1473,Mexico,MEX,2002,0.925909996
1474,Mexico,MEX,2003,0.971220016
1475,Mexico,MEX,2004,0.926559985
1476,Mexico,MEX,2005,0.966409981
1477,Mexico,MEX,2006,0.979889989
1478,Mexico,MEX,2007,0.990360022
1479,Mexico,MEX,2008,0.976140022
1480,Mexico,MEX,2009,0.991530001
1481,Mexico,MEX,2010,0.915629983
1482,Mexico,MEX,2011,0.88221997
1483,Mexico,MEX,2012,0.852779984
1484,Mexico,MEX,2013,0.821669996
1485,Middle East and North Africa,,1997,3.732789993
1486,Middle East and North Africa,,1998,3.4286201
1487,Middle East and North Africa,,1999,3.12315011
1488,Middle East and North Africa,,2000,3.137399912
1489,Middle East and North Africa,,2001,3.062360048
1490,Middle East and North Africa,,2002,3.105070114
1491,Middle East and North Africa,,2003,3.135489941
1492,Middle East and North Africa,,2004,2.908269882
1493,Middle East and North Africa,,2005,2.791620016
1494,Middle East and North Africa,,2006,2.689359903
1495,Middle East and North Africa,,2007,2.567800045
1496,Middle East and North Africa,,2008,2.52854991
1497,Middle East and North Africa,,2009,2.668390036
1498,Middle East and North Africa,,2010,2.667550087
1499,Middle East and North Africa,,2011,2.824549913
1500,Middle East and North Africa,,2012,2.862070084
1501,Middle East and North Africa,,2013,2.943579912
1502,Middle East and North Africa (excluding high-income countries),,1997,3.311120033
1503,Middle East and North Africa (excluding high-income countries),,1998,3.040920019
1504,Middle East and North Africa (excluding high-income countries),,1999,2.769269943
1505,Middle East and North Africa (excluding high-income countries),,2000,2.736210108
1506,Middle East and North Africa (excluding high-income countries),,2001,2.648289919
1507,Middle East and North Africa (excluding high-income countries),,2002,2.758290052
1508,Middle East and North Africa (excluding high-income countries),,2003,2.867239952
1509,Middle East and North Africa (excluding high-income countries),,2004,2.632129908
1510,Middle East and North Africa (excluding high-income countries),,2005,2.499749899
1511,Middle East and North Africa (excluding high-income countries),,2006,2.378969908
1512,Middle East and North Africa (excluding high-income countries),,2007,2.225919962
1513,Middle East and North Africa (excluding high-income countries),,2008,2.141220093
1514,Middle East and North Africa (excluding high-income countries),,2009,2.250760078
1515,Middle East and North Africa (excluding high-income countries),,2010,2.191950083
1516,Middle East and North Africa (excluding high-income countries),,2011,2.318310022
1517,Middle East and North Africa (excluding high-income countries),,2012,2.293529987
1518,Middle East and North Africa (excluding high-income countries),,2013,2.28783989
1519,Middle-income countries,,1997,2.05163002
1520,Middle-income countries,,1998,1.923709989
1521,Middle-income countries,,1999,1.795420051
1522,Middle-income countries,,2000,1.775879979
1523,Middle-income countries,,2001,1.745509982
1524,Middle-income countries,,2002,1.866529942
1525,Middle-income countries,,2003,1.942790031
1526,Middle-income countries,,2004,1.89320004
1527,Middle-income countries,,2005,1.873759985
1528,Middle-income countries,,2006,1.734509945
1529,Middle-income countries,,2007,1.714679956
1530,Middle-income countries,,2008,1.741799951
1531,Middle-income countries,,2009,1.77038002
1532,Middle-income countries,,2010,1.76778996
1533,Middle-income countries,,2011,1.755480051
1534,Middle-income countries,,2012,1.695060015
1535,Middle-income countries,,2013,1.669260025
1536,Moldova,MDA,1999,8.593449593
1537,Moldova,MDA,2000,8.819169998
1538,Moldova,MDA,2001,7.75124979
1539,Moldova,MDA,2002,7.675139904
1540,Moldova,MDA,2003,7.538650036
1541,Moldova,MDA,2004,7.708300114
1542,Moldova,MDA,2005,7.675489902
1543,Moldova,MDA,2006,6.607999802
1544,Moldova,MDA,2007,6.763599873
1545,Moldova,MDA,2008,10.44909
1546,Moldova,MDA,2009,9.462169647
1547,Moldova,MDA,2010,11.64892006
1548,Moldova,MDA,2011,13.69983959
1549,Moldova,MDA,2012,12.50800991
1550,Moldova,MDA,2013,14.19727039
1551,Mongolia,MNG,1998,3.671439886
1552,Mongolia,MNG,1999,3.215770006
1553,Mongolia,MNG,2000,3.297100067
1554,Mongolia,MNG,2001,3.468539953
1555,Mongolia,MNG,2002,3.873759985
1556,Mongolia,MNG,2003,4.217760086
1557,Mongolia,MNG,2004,4.379469872
1558,Mongolia,MNG,2005,4.242050171
1559,Mongolia,MNG,2006,3.979670048
1560,Mongolia,MNG,2007,4.544449806
1561,Mongolia,MNG,2008,5.618840218
1562,Mongolia,MNG,2009,5.845260143
1563,Mongolia,MNG,2010,6.042749882
1564,Mongolia,MNG,2011,6.199440002
1565,Mongolia,MNG,2012,5.634359837
1566,Mongolia,MNG,2013,4.522739887
1567,Montenegro,MNE,2004,13.07511044
1568,Montenegro,MNE,2005,11.58841038
1569,Montenegro,MNE,2006,9.889169693
1570,Montenegro,MNE,2007,7.889689922
1571,Montenegro,MNE,2008,29.50931931
1572,Montenegro,MNE,2009,24.08156967
1573,Montenegro,MNE,2010,21.92045975
1574,Morocco,MAR,1998,14.8604002
1575,Morocco,MAR,1999,13.96829033
1576,Morocco,MAR,2000,15.4655304
1577,Morocco,MAR,2001,14.80317974
1578,Morocco,MAR,2002,16.74031067
1579,Morocco,MAR,2003,16.76902008
1580,Morocco,MAR,2004,14.27626991
1581,Morocco,MAR,2005,12.53919029
1582,Morocco,MAR,2006,11.3701601
1583,Morocco,MAR,2007,10.99514961
1584,Morocco,MAR,2008,10.36114979
1585,Morocco,MAR,2009,10.08675957
1586,Morocco,MAR,2010,9.601269722
1587,Morocco,MAR,2011,8.578769684
1588,Mozambique,MOZ,1999,18.36853027
1589,Mozambique,MOZ,2000,17.1637001
1590,Mozambique,MOZ,2003,14.33090973
1591,Mozambique,MOZ,2004,11.66127014
1592,Mozambique,MOZ,2005,10.27375031
1593,Mozambique,MOZ,2008,2.497539997
1594,Mozambique,MOZ,2009,2.582350016
1595,Mozambique,MOZ,2010,1.991819978
1596,Mozambique,MOZ,2011,1.79885006
1597,Mozambique,MOZ,2012,1.312420011
1598,Mozambique,MOZ,2013,1.392349958
1599,Myanmar,MMR,1998,0.417620003
1600,Myanmar,MMR,2001,0.349299997
1601,Myanmar,MMR,2007,0.725090027
1602,Myanmar,MMR,2011,1.098970056
1603,Myanmar,MMR,2012,1.043030024
1604,Namibia,NAM,1998,30.72530937
1605,Namibia,NAM,2001,44.45346069
1606,Namibia,NAM,2002,52.1925087
1607,Namibia,NAM,2003,58.69952011
1608,Namibia,NAM,2005,47.31779861
1609,Namibia,NAM,2006,57.23120117
1610,Namibia,NAM,2008,42.85786819
1611,Nepal,NPL,2000,4.613029957
1612,Nepal,NPL,2001,4.64289999
1613,Nepal,NPL,2002,5.285990238
1614,Nepal,NPL,2003,5.726779938
1615,Nepal,NPL,2004,5.215360165
1616,Nepal,NPL,2005,4.998129845
1617,Nepal,NPL,2006,5.61909008
1618,Nepal,NPL,2007,6.226970196
1619,Nepal,NPL,2008,6.85145998
1620,Nepal,NPL,2009,8.513799667
1621,Nepal,NPL,2010,7.250030041
1622,Nepal,NPL,2011,7.625490189
1623,Nepal,NPL,2013,6.327250004
1624,Netherlands,NLD,1998,2.739639997
1625,Netherlands,NLD,1999,2.780250072
1626,Netherlands,NLD,2000,2.571099997
1627,Netherlands,NLD,2001,2.391489983
1628,Netherlands,NLD,2002,2.359430075
1629,Netherlands,NLD,2003,2.409739971
1630,Netherlands,NLD,2004,1.592700005
1631,Netherlands,NLD,2005,1.806890011
1632,Netherlands,NLD,2006,1.744140029
1633,Netherlands,NLD,2007,1.788229942
1634,Netherlands,NLD,2008,1.374709964
1635,Netherlands,NLD,2009,1.82269001
1636,Netherlands,NLD,2010,1.938619971
1637,Netherlands,NLD,2011,1.72713995
1638,Netherlands,NLD,2012,1.822649956
1639,New Zealand,NZL,1998,3.488169909
1640,New Zealand,NZL,1999,3.479809999
1641,New Zealand,NZL,2000,3.52737999
1642,New Zealand,NZL,2001,3.702460051
1643,New Zealand,NZL,2002,4.000969887
1644,New Zealand,NZL,2003,3.542429924
1645,New Zealand,NZL,2004,2.683579922
1646,New Zealand,NZL,2005,1.590989947
1647,New Zealand,NZL,2006,1.744330049
1648,New Zealand,NZL,2007,1.714769959
1649,New Zealand,NZL,2008,1.706969976
1650,New Zealand,NZL,2009,1.738150001
1651,New Zealand,NZL,2010,1.78768003
1652,New Zealand,NZL,2011,1.993379951
1653,New Zealand,NZL,2012,2.06539011
1654,New Zealand,NZL,2013,2.092819929
1655,Nicaragua,NIC,2002,1.685379982
1656,Niger,NER,2003,17.10014915
1657,Niger,NER,2004,18.92213058
1658,Niger,NER,2005,16.97710991
1659,Niger,NER,2006,21.13657951
1660,Niger,NER,2007,22.02886963
1661,Niger,NER,2008,18.26651001
1662,Niger,NER,2009,13.41802979
1663,Niger,NER,2010,13.9986496
1664,Niger,NER,2011,14.6336298
1665,Niger,NER,2012,10.51340008
1666,Nigeria,NGA,1999,2.172770023
1667,Nigeria,NGA,2003,1.715549946
1668,Nigeria,NGA,2004,1.820340037
1669,Nigeria,NGA,2005,1.933560014
1670,North America,,1997,0.451510012
1671,North America,,1998,0.475470006
1672,North America,,1999,0.486180007
1673,North America,,2000,0.523220003
1674,North America,,2001,0.544250011
1675,North America,,2002,0.530210018
1676,North America,,2003,0.515129983
1677,North America,,2004,0.505879998
1678,North America,,2005,0.52372998
1679,North America,,2006,0.532260001
1680,North America,,2007,0.544390023
1681,North America,,2008,0.521300018
1682,North America,,2009,0.513390005
1683,North America,,2010,0.481090009
1684,North America,,2011,0.477750003
1685,North America,,2012,0.479389995
1686,North America,,2013,0.504499972
1687,North Macedonia,MKD,1998,7.638539791
1688,North Macedonia,MKD,1999,6.32310009
1689,North Macedonia,MKD,2000,12.34774971
1690,North Macedonia,MKD,2001,10.03691959
1691,North Macedonia,MKD,2002,10.76368046
1692,North Macedonia,MKD,2003,24.37125969
1693,North Macedonia,MKD,2004,13.48913956
1694,North Macedonia,MKD,2005,15.41629982
1695,North Macedonia,MKD,2006,14.28652954
1696,North Macedonia,MKD,2007,11.55574989
1697,North Macedonia,MKD,2008,9.100549698
1698,North Macedonia,MKD,2009,8.969750404
1699,North Macedonia,MKD,2010,8.664970398
1700,North Macedonia,MKD,2012,7.400909901
1701,Norway,NOR,1998,6.342269897
1702,Norway,NOR,1999,6.905729771
1703,Norway,NOR,2000,7.245359898
1704,Norway,NOR,2001,7.73032999
1705,Norway,NOR,2002,8.172889709
1706,Norway,NOR,2003,7.277009964
1707,Norway,NOR,2004,6.394080162
1708,Norway,NOR,2005,5.928279877
1709,Norway,NOR,2006,5.688799858
1710,Norway,NOR,2007,5.558899879
1711,Norway,NOR,2008,5.316860199
1712,Norway,NOR,2009,5.666739941
1713,Norway,NOR,2010,6.178380013
1714,Norway,NOR,2011,6.77177
1715,Norway,NOR,2012,9.889849663
1716,Norway,NOR,2013,6.989930153
1717,OECD Member countries,,1997,1.673699975
1718,OECD Member countries,,1998,1.695369959
1719,OECD Member countries,,1999,1.698060036
1720,OECD Member countries,,2000,1.723919988
1721,OECD Member countries,,2001,1.73021996
1722,OECD Member countries,,2002,1.703840017
1723,OECD Member countries,,2003,1.702100039
1724,OECD Member countries,,2004,1.562019944
1725,OECD Member countries,,2005,1.577870011
1726,OECD Member countries,,2006,1.521469951
1727,OECD Member countries,,2007,1.551699996
1728,OECD Member countries,,2008,1.517529964
1729,OECD Member countries,,2009,1.570299983
1730,OECD Member countries,,2010,1.552760005
1731,OECD Member countries,,2011,1.568689942
1732,OECD Member countries,,2012,1.568950057
1733,OECD Member countries,,2013,1.586629987
1734,Oman,OMN,1998,50.41167831
1735,Oman,OMN,2003,26.88121033
1736,Oman,OMN,2004,26.03911972
1737,Oman,OMN,2005,21.15033913
1738,Oman,OMN,2006,18.84056091
1739,Oman,OMN,2007,16.60886955
1740,Oman,OMN,2008,16.80541039
1741,Oman,OMN,2009,13.41184044
1742,Oman,OMN,2010,12.91919994
1743,Oman,OMN,2011,11.0136404
1744,Oman,OMN,2013,14.47951984
1745,Pakistan,PAK,2003,5.412610054
1746,Pakistan,PAK,2004,4.463069916
1747,Pakistan,PAK,2005,3.080569983
1748,Pakistan,PAK,2006,3.132149935
1749,Pakistan,PAK,2007,2.919529915
1750,Pakistan,PAK,2008,3.136430025
1751,Pakistan,PAK,2009,2.820650101
1752,Pakistan,PAK,2011,2.498660088
1753,Pakistan,PAK,2012,2.048969984
1754,Pakistan,PAK,2013,1.96194005
1755,Palestine,PSE,1998,17.31304932
1756,Palestine,PSE,1999,14.7385397
1757,Palestine,PSE,2000,13.92243958
1758,Palestine,PSE,2001,12.81517982
1759,Palestine,PSE,2002,11.89933968
1760,Palestine,PSE,2003,10.54765034
1761,Palestine,PSE,2004,9.088450432
1762,Palestine,PSE,2005,8.542180061
1763,Palestine,PSE,2006,8.120809555
1764,Palestine,PSE,2007,7.872419834
1765,Palestine,PSE,2008,7.792059898
1766,Palestine,PSE,2009,8.478739738
1767,Palestine,PSE,2010,7.832409859
1768,Palestine,PSE,2011,7.768010139
1769,Palestine,PSE,2012,8.695389748
1770,Palestine,PSE,2013,9.810569763
1771,Panama,PAN,1998,1.701429963
1772,Panama,PAN,1999,1.619099975
1773,Panama,PAN,2000,1.585209966
1774,Panama,PAN,2001,1.46570003
1775,Panama,PAN,2002,1.503389955
1776,Panama,PAN,2003,1.552000046
1777,Panama,PAN,2004,1.436759949
1778,Panama,PAN,2005,1.600489974
1779,Panama,PAN,2006,1.578600049
1780,Panama,PAN,2007,1.641059995
1781,Panama,PAN,2008,1.894150019
1782,Panama,PAN,2009,1.886729956
1783,Panama,PAN,2010,1.850829959
1784,Panama,PAN,2011,1.559270024
1785,Panama,PAN,2012,1.643929958
1786,Papua New Guinea,PNG,1998,8.104269981
1787,Papua New Guinea,PNG,1999,7.985519886
1788,Paraguay,PRY,1999,1.531820059
1789,Paraguay,PRY,2000,1.317880034
1790,Paraguay,PRY,2001,1.320189953
1791,Paraguay,PRY,2002,1.008270025
1792,Paraguay,PRY,2003,1.160920024
1793,Paraguay,PRY,2004,1.084120035
1794,Paraguay,PRY,2005,1.20302999
1795,Paraguay,PRY,2007,1.340080023
1796,Paraguay,PRY,2008,1.194829941
1797,Paraguay,PRY,2009,1.127930045
1798,Paraguay,PRY,2010,1.242540002
1799,Peru,PER,1999,0.587300003
1800,Peru,PER,2000,0.818780005
1801,Peru,PER,2001,0.910889983
1802,Peru,PER,2002,1.074390054
1803,Peru,PER,2003,1.173239946
1804,Peru,PER,2004,1.093189955
1805,Peru,PER,2005,1.115730047
1806,Peru,PER,2006,1.207640052
1807,Peru,PER,2010,1.501970053
1808,Philippines,PHL,1998,0.246000007
1809,Philippines,PHL,1999,0.230320007
1810,Philippines,PHL,2001,0.227990001
1811,Philippines,PHL,2002,0.262010008
1812,Philippines,PHL,2003,0.295569986
1813,Philippines,PHL,2004,0.305790007
1814,Philippines,PHL,2005,0.317369998
1815,Philippines,PHL,2006,0.318120003
1816,Philippines,PHL,2008,0.335489988
1817,Philippines,PHL,2009,0.384220004
1818,Philippines,PHL,2010,0.430000007
1819,Philippines,PHL,2011,0.395520002
1820,Philippines,PHL,2012,0.368169993
1821,Philippines,PHL,2013,0.345270008
1822,Poland,POL,1998,1.294350028
1823,Poland,POL,1999,1.108940005
1824,Poland,POL,2000,1.104500055
1825,Poland,POL,2001,1.112040043
1826,Poland,POL,2002,1.196730018
1827,Poland,POL,2003,1.341199994
1828,Poland,POL,2004,1.353979945
1829,Poland,POL,2005,1.420580029
1830,Poland,POL,2006,1.419999957
1831,Poland,POL,2007,1.517619967
1832,Poland,POL,2008,1.48913002
1833,Poland,POL,2009,1.520310044
1834,Poland,POL,2010,1.452559948
1835,Poland,POL,2011,1.37638998
1836,Poland,POL,2012,1.049090028
1837,Poland,POL,2013,1.211099982
1838,Portugal,PRT,1998,3.02373004
1839,Portugal,PRT,1999,3.071549892
1840,Portugal,PRT,2000,2.851449966
1841,Portugal,PRT,2001,2.896929979
1842,Portugal,PRT,2002,2.938070059
1843,Portugal,PRT,2003,3.110450029
1844,Portugal,PRT,2004,2.845340014
1845,Portugal,PRT,2005,3.234260082
1846,Portugal,PRT,2006,2.845419884
1847,Portugal,PRT,2007,3.199929953
1848,Portugal,PRT,2008,3.061779976
1849,Portugal,PRT,2009,3.3542099
1850,Portugal,PRT,2010,3.393690109
1851,Portugal,PRT,2011,3.399359941
1852,Portugal,PRT,2012,3.280119896
1853,Portugal,PRT,2013,2.567310095
1854,Qatar,QAT,1998,12.6426096
1855,Qatar,QAT,1999,12.91666985
1856,Qatar,QAT,2001,16.04640961
1857,Qatar,QAT,2002,16.39850044
1858,Qatar,QAT,2003,16.95630074
1859,Qatar,QAT,2004,14.5741396
1860,Qatar,QAT,2005,18.94730949
1861,Qatar,QAT,2006,17.80730057
1862,Qatar,QAT,2007,18.02910995
1863,Qatar,QAT,2008,17.28125
1864,Qatar,QAT,2009,18.51214027
1865,Qatar,QAT,2010,20.40493011
1866,Qatar,QAT,2011,18.62501907
1867,Qatar,QAT,2012,20.76045036
1868,Qatar,QAT,2013,24.10674095
1869,Romania,ROU,1998,2.81566
1870,Romania,ROU,1999,2.486759901
1871,Romania,ROU,2000,2.770420074
1872,Romania,ROU,2001,2.828769922
1873,Romania,ROU,2002,3.007359982
1874,Romania,ROU,2003,3.026360035
1875,Romania,ROU,2004,2.91689992
1876,Romania,ROU,2005,2.749660015
1877,Romania,ROU,2006,2.636840105
1878,Romania,ROU,2007,2.403700113
1879,Romania,ROU,2008,2.146670103
1880,Romania,ROU,2009,2.155420065
1881,Romania,ROU,2010,2.563940048
1882,Romania,ROU,2011,3.272819996
1883,Russia,RUS,1998,0.496179998
1884,Russia,RUS,1999,0.461459994
1885,Russia,RUS,2000,0.452270001
1886,Russia,RUS,2001,0.419669986
1887,Russia,RUS,2002,0.439990014
1888,Russia,RUS,2003,0.43325001
1889,Russia,RUS,2004,0.440510005
1890,Russia,RUS,2005,0.438820004
1891,Russia,RUS,2006,0.455740005
1892,Russia,RUS,2007,0.464830011
1893,Russia,RUS,2008,0.474929988
1894,Russia,RUS,2009,0.512170017
1895,Russia,RUS,2011,0.598360002
1896,Russia,RUS,2012,0.642199993
1897,Russia,RUS,2013,0.672689974
1898,Rwanda,RWA,1999,51.17998886
1899,Rwanda,RWA,2000,33.42036057
1900,Rwanda,RWA,2001,26.15728951
1901,Rwanda,RWA,2002,23.43116951
1902,Rwanda,RWA,2003,16.23319054
1903,Rwanda,RWA,2004,13.0699501
1904,Rwanda,RWA,2005,12.14103031
1905,Rwanda,RWA,2006,9.710840225
1906,Rwanda,RWA,2007,9.008090019
1907,Rwanda,RWA,2008,9.006959915
1908,Rwanda,RWA,2009,8.078570366
1909,Rwanda,RWA,2010,7.599040031
1910,Rwanda,RWA,2011,6.716119766
1911,Rwanda,RWA,2012,8.468460083
1912,Rwanda,RWA,2013,6.684030056
1913,Saint Kitts and Nevis,KNA,2008,57.79977036
1914,Saint Lucia,LCA,2004,47.83369827
1915,Saint Lucia,LCA,2005,51.30405045
1916,Saint Lucia,LCA,2006,66.29606628
1917,Saint Lucia,LCA,2007,88.52224731
1918,Saint Lucia,LCA,2008,46.66667175
1919,Saint Lucia,LCA,2009,44.74248886
1920,Saint Lucia,LCA,2010,71.5914917
1921,Saint Lucia,LCA,2011,52.95479965
1922,Saint Lucia,LCA,2012,68.03327179
1923,Saint Lucia,LCA,2013,48.05430984
1924,Samoa,WSM,1998,65.72200012
1925,Samoa,WSM,1999,52.53874969
1926,Samoa,WSM,2000,83.16413116
1927,San Marino,SMR,2000,75.26538849
1928,San Marino,SMR,2008,86.1140976
1929,San Marino,SMR,2010,85.5923233
1930,San Marino,SMR,2011,88.93251801
1931,San Marino,SMR,2012,143.6926575
1932,Sao Tome and Principe,STP,2009,106.7234802
1933,Sao Tome and Principe,STP,2010,76.24021149
1934,Sao Tome and Principe,STP,2012,37.2976799
1935,Saudi Arabia,SAU,1998,3.347959995
1936,Saudi Arabia,SAU,1999,2.763230085
1937,Saudi Arabia,SAU,2000,2.629590034
1938,Saudi Arabia,SAU,2001,2.565419912
1939,Saudi Arabia,SAU,2002,2.734230042
1940,Saudi Arabia,SAU,2003,2.166229963
1941,Saudi Arabia,SAU,2004,2.039700031
1942,Saudi Arabia,SAU,2005,2.053380013
1943,Saudi Arabia,SAU,2006,2.162750006
1944,Saudi Arabia,SAU,2007,2.983829975
1945,Saudi Arabia,SAU,2008,3.472980022
1946,Saudi Arabia,SAU,2009,4.13929987
1947,Saudi Arabia,SAU,2010,4.720330238
1948,Saudi Arabia,SAU,2011,5.060140133
1949,Saudi Arabia,SAU,2012,5.292950153
1950,Saudi Arabia,SAU,2013,5.42151022
1951,Senegal,SEN,1999,19.22669983
1952,Senegal,SEN,2004,21.1157608
1953,Senegal,SEN,2005,19.68445015
1954,Senegal,SEN,2006,19.53301048
1955,Senegal,SEN,2007,17.11177063
1956,Senegal,SEN,2008,13.54911995
1957,Senegal,SEN,2009,12.82929993
1958,Senegal,SEN,2010,13.53509045
1959,Serbia,SRB,2001,7.205319881
1960,Serbia,SRB,2002,7.674530029
1961,Serbia,SRB,2003,5.910600185
1962,Serbia,SRB,2004,5.643010139
1963,Serbia,SRB,2005,5.235239983
1964,Serbia,SRB,2006,4.77918005
1965,Serbia,SRB,2007,5.028069973
1966,Serbia,SRB,2008,4.898389816
1967,Serbia,SRB,2009,5.422609806
1968,Serbia,SRB,2010,5.712619781
1969,Serbia,SRB,2011,5.913720131
1970,Serbia,SRB,2012,5.513519764
1971,Serbia,SRB,2013,4.971590042
1972,Seychelles,SYC,2011,215.2832336
1973,Seychelles,SYC,2012,472.5
1974,Seychelles,SYC,2013,198.4506531
1975,Sierra Leone,SLE,2000,13.61581039
1976,Sierra Leone,SLE,2001,8.877519608
1977,Sierra Leone,SLE,2002,9.334329605
1978,Singapore,SGP,2008,10.22229958
1979,Singapore,SGP,2009,10.05231953
1980,Singapore,SGP,2010,9.667099953
1981,Singapore,SGP,2011,8.983670235
1982,Singapore,SGP,2012,9.048390388
1983,Singapore,SGP,2013,8.842089653
1984,Slovakia,SVK,1998,3.686729908
1985,Slovakia,SVK,1999,3.57159996
1986,Slovakia,SVK,2000,4.232979774
1987,Slovakia,SVK,2001,6.299409866
1988,Slovakia,SVK,2002,7.475349903
1989,Slovakia,SVK,2003,8.623530388
1990,Slovakia,SVK,2004,9.351340294
1991,Slovakia,SVK,2005,10.1672802
1992,Slovakia,SVK,2006,11.2256403
1993,Slovakia,SVK,2007,11.08360004
1994,Slovakia,SVK,2008,11.47492981
1995,Slovakia,SVK,2009,12.01074982
1996,Slovakia,SVK,2010,13.10638046
1997,Slovakia,SVK,2011,14.54121017
1998,Slovakia,SVK,2012,14.93216991
1999,Slovakia,SVK,2013,15.79887962
2000,Slovenia,SVN,1998,2.577579975
2001,Slovenia,SVN,1999,2.244519949
2002,Slovenia,SVN,2000,6.909180164
2003,Slovenia,SVN,2001,2.30456996
2004,Slovenia,SVN,2002,2.280930042
2005,Slovenia,SVN,2003,7.809140205
2006,Slovenia,SVN,2004,2.46081996
2007,Slovenia,SVN,2005,2.40741992
2008,Slovenia,SVN,2006,2.048969984
2009,Slovenia,SVN,2007,1.965090036
2010,Slovenia,SVN,2008,2.029710054
2011,Slovenia,SVN,2009,2.169460058
2012,Slovenia,SVN,2010,2.155709982
2013,Slovenia,SVN,2011,2.392889977
2014,Slovenia,SVN,2012,2.356659889
2015,Slovenia,SVN,2013,2.757839918
2016,South Africa,ZAF,2012,0.64331001
2017,South Asia,,1997,1.235350013
2018,South Asia,,1998,1.066679955
2019,South Asia,,1999,0.957159996
2020,South Asia,,2000,0.944800019
2021,South Asia,,2001,1.022799969
2022,South Asia,,2002,1.256369948
2023,South Asia,,2003,1.377830029
2024,South Asia,,2004,1.427659988
2025,South Asia,,2005,1.506970048
2026,South Asia,,2006,1.405959964
2027,South Asia,,2007,1.373260021
2028,South Asia,,2008,1.363129973
2029,South Asia,,2009,1.401960015
2030,South Asia,,2010,1.316619992
2031,South Asia,,2011,1.052180052
2032,South Asia,,2012,0.935109973
2033,South Asia,,2013,0.925549984
2034,South Korea,KOR,1998,2.404809952
2035,South Korea,KOR,1999,2.400710106
2036,South Korea,KOR,2000,2.362770081
2037,South Korea,KOR,2001,2.351099968
2038,South Korea,KOR,2002,2.670419931
2039,South Korea,KOR,2003,2.836110115
2040,South Korea,KOR,2004,3.00590992
2041,South Korea,KOR,2005,3.140010118
2042,South Korea,KOR,2006,3.269710064
2043,South Korea,KOR,2007,3.424299955
2044,South Korea,KOR,2008,3.680330038
2045,South Korea,KOR,2009,3.946749926
2046,South Korea,KOR,2010,3.878930092
2047,South Korea,KOR,2011,3.809050083
2048,South Korea,KOR,2013,3.483910084
2049,Spain,ESP,1998,1.456019998
2050,Spain,ESP,1999,1.469290018
2051,Spain,ESP,2000,1.508290052
2052,Spain,ESP,2001,1.478579998
2053,Spain,ESP,2002,1.500020027
2054,Spain,ESP,2003,1.237779975
2055,Spain,ESP,2004,1.368630052
2056,Spain,ESP,2005,1.36469996
2057,Spain,ESP,2006,1.305379987
2058,Spain,ESP,2007,1.338469982
2059,Spain,ESP,2008,1.18671
2060,Spain,ESP,2009,1.221770048
2061,Spain,ESP,2010,1.248239994
2062,Spain,ESP,2011,1.340720057
2063,Spain,ESP,2012,1.520030022
2064,Spain,ESP,2013,1.454249978
2065,Sri Lanka,LKA,2010,6.480730057
2066,Sri Lanka,LKA,2011,6.853620052
2067,Sri Lanka,LKA,2012,5.997300148
2068,Sri Lanka,LKA,2013,5.38297987
2069,Sub-Saharan Africa,,1997,5.941899776
2070,Sub-Saharan Africa,,1998,5.705289841
2071,Sub-Saharan Africa,,1999,5.700789928
2072,Sub-Saharan Africa,,2000,5.633820057
2073,Sub-Saharan Africa,,2001,5.424300194
2074,Sub-Saharan Africa,,2002,5.596869946
2075,Sub-Saharan Africa,,2003,5.646800041
2076,Sub-Saharan Africa,,2004,5.299129963
2077,Sub-Saharan Africa,,2005,5.071529865
2078,Sub-Saharan Africa,,2006,4.902480125
2079,Sub-Saharan Africa,,2007,4.860159874
2080,Sub-Saharan Africa,,2008,4.625520229
2081,Sub-Saharan Africa,,2009,4.553549767
2082,Sub-Saharan Africa,,2010,4.37996006
2083,Sub-Saharan Africa,,2011,4.43806982
2084,Sub-Saharan Africa,,2012,3.904489994
2085,Sub-Saharan Africa,,2013,3.706870079
2086,Sub-Saharan Africa (excluding high-income countries),,1997,5.909900188
2087,Sub-Saharan Africa (excluding high-income countries),,1998,5.674650192
2088,Sub-Saharan Africa (excluding high-income countries),,1999,5.671730042
2089,Sub-Saharan Africa (excluding high-income countries),,2000,5.599899769
2090,Sub-Saharan Africa (excluding high-income countries),,2001,5.399290085
2091,Sub-Saharan Africa (excluding high-income countries),,2002,5.579080105
2092,Sub-Saharan Africa (excluding high-income countries),,2003,5.628689766
2093,Sub-Saharan Africa (excluding high-income countries),,2004,5.279650211
2094,Sub-Saharan Africa (excluding high-income countries),,2005,5.054329872
2095,Sub-Saharan Africa (excluding high-income countries),,2006,4.886089802
2096,Sub-Saharan Africa (excluding high-income countries),,2007,4.843929768
2097,Sub-Saharan Africa (excluding high-income countries),,2008,4.60585022
2098,Sub-Saharan Africa (excluding high-income countries),,2009,4.520740032
2099,Sub-Saharan Africa (excluding high-income countries),,2010,4.360730171
2100,Sub-Saharan Africa (excluding high-income countries),,2011,4.4197402
2101,Sub-Saharan Africa (excluding high-income countries),,2012,3.886349916
2102,Sub-Saharan Africa (excluding high-income countries),,2013,3.694000006
2103,Suriname,SUR,2002,20.47821045
2104,Sweden,SWE,1998,4.566599846
2105,Sweden,SWE,1999,4.172190189
2106,Sweden,SWE,2000,3.632560015
2107,Sweden,SWE,2001,4.31028986
2108,Sweden,SWE,2002,4.062920094
